CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication
MA0000037335,3733,CMR ACTIONS,WAFA GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,MIXTE,0.03,0.015,0.02,ATTIJARIWAFA BANK,WAFA GESTION,1598672073.05,285987.85,0.004013,-,-0.020579,-0.046102,0.073694,0.004013,-0.000726,0.433705,0.628544,0.626409,2026-06-26,Hebdomadaire
MA0000037343,3734,UPLINE RENDEMENT PLUS,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,]4  8],MBI GLOBAL,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,819780.78,12809.07,0.002501,-,0.002053,-4.9e-05,0.012381,0.002501,0.005688,0.066394,0.126654,0.086713,2026-06-26,Hebdomadaire
MA0000037350,3735,UPLINE CAPITAL GARANTI,UPLINE CAPITAL MANAGEMENT,FCP,CONTRACTUEL,-,MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,3978633797.94,13190.18,0.009954,-,0.000378,0.001357,0.004945,0.009954,0.019934,0.043779,0.072354,0.106466,2026-06-26,Hebdomadaire
MA0000037368,3736,UPLINE HORIZON,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  5,1]",MBI,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,10945457757.1,16217.94,0.001264,-,0.001504,0.000337,0.010838,0.001264,0.009841,0.078792,0.135841,0.133177,2026-06-26,Hebdomadaire
MA0000037376,3737,UPLINE OBLIG PLUS,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,2  5,2]",50%MBI CT + 50% MBI MLT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,2751081763.43,1799.51,0.008191,-,0.001179,0.001107,0.011438,0.008191,0.018987,0.106567,0.199785,0.183896,2026-06-26,Hebdomadaire
MA0000037384,3738,UPLINE OPPORTUNITES,UPLINE CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI + 20% MASI,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,2177807051.46,19675.9,-0.007144,-,-0.002897,-0.012576,0.024111,-0.007144,-0.000755,0.194499,0.312966,0.251336,2026-06-26,Hebdomadaire
MA0000037392,3739,FCP CAPITAL OBLIGATIONS BANQUES,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",90% MBI CT + 10% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,1080098022.02,1508.61,0.012048,-,0.000557,0.001367,0.008308,0.012048,0.024133,0.061781,0.102519,0.142653,2026-06-26,Hebdomadaire
MA0000037400,3740,CFG TRADER,CFG GESTION,FCP,ACTIONS,-,-,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.02,CFG BANK,CFG GESTION; CFG BANK,25121067.791939,223.32,-0.108788,-,-0.011246,-0.020011,0.007035,-0.108788,-0.099226,0.265269,0.519287,0.526035,2026-06-26,Hebdomadaire
MA0000037426,3742,CIMR PATRIMOINE,UPLINE CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,1406751599.88,3235.27,-0.030738,-,-0.016546,-0.040532,0.052781,-0.030738,-0.03462,0.463969,0.723749,0.712707,2026-06-26,Hebdomadaire
MA0000037434,3743,ATLAS SELECTION,ATLAS CAPITAL MANAGEMENT,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,ATLAS CAPITAL MANAGEMENT,2715287.65,273.33,-0.003573,-,-0.018317,-0.040914,0.07496,-0.003573,0.003783,0.446497,0.636903,0.586914,2026-06-26,Hebdomadaire
MA0000037442,3744,FCP CAPITAL IMTIYAZ TRESORERIE,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"[0,25  0,5]",MONIA CAPITALISE,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,6501345115.36,144783.2,0.013251,-,0.00049,0.001616,0.007071,0.013251,0.026576,0.061382,0.097527,0.141892,2026-06-26,Hebdomadaire
MA0000037459,3745,SECURITE TRESO PLUS,SAHAM CAPITAL GESTION,FCP,OCT,"[0,5  1,1[",MBI CT,QUOTIDIENNE,FNPP,DISTRIBUANT,0.0,0.0,0.02,SAHAM BANK,SAHAM BANK,5713284.06,1121.79,0.010521,-,0.000446,0.001124,0.007056,0.010521,0.020254,0.051044,0.085764,0.122261,2026-06-26,Hebdomadaire
MA0000037467,3746,FCP MSIN ACTIONS,MAROGEST,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.02,0.02,CIH BANK,MAROGEST,3657399.57,309.16,-0.103182,-,-0.008626,-0.003449,0.010063,-0.103182,-0.100364,0.205443,0.420119,0.379994,2026-06-26,Hebdomadaire
MA0000037475,3747,EMERGENCE SÉRÉNITÉ,VALORIS MANAGEMENT,FCP,OMLT,"]1,1  5,1[",MBI GLOBAL,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,VALORIS MANAGEMENT,1396635198.73,1682.27,-0.013169,-,0.000357,-0.005127,0.006504,-0.013169,-0.005116,0.07313,0.155072,0.083051,2026-06-26,Hebdomadaire
MA0000037483,3748,CAPITAL TRUST OBLIG COURT TERME,CAPITAL TRUST GESTION,FCP,OCT,"[0,5  1,1[",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,BMCI,CAPITAL TRUST GESTION,605061681.59,1450.7,0.010293,-,0.000152,0.000676,0.006724,0.010293,0.022433,0.055784,0.092806,0.131688,2026-06-26,Hebdomadaire
MA0000037491,3749,INSTIOBLIGATIONS,CIH CAPITAL MANAGEMENT,FCP,OMLT,[2  6[,MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.0,0.0,0.02,BMCI,CIH CAPITAL MANAGEMENT,194195815.26,1456.01,-0.001584,-,0.001458,-0.00233,0.007382,-0.001584,0.004297,0.073968,0.129408,0.14495,2026-06-26,Hebdomadaire
MA0000037509,3750,INSTIOBLIGATIONS ETAT,CIH CAPITAL MANAGEMENT,FCP,OMLT,"[1,1  5,1[",MBI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,BMCI,CIH CAPITAL MANAGEMENT,150995026.59,1267.99,0.001366,-,0.001524,-0.002015,0.009771,0.001366,-0.027757,-0.007048,0.009305,0.013597,2026-06-26,Hebdomadaire
MA0000037517,3751,CFG TRESOCORP,CFG GESTION,FCP,MONÉTAIRE,[0  0.5[,CFG BONDS MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.004,CFG BANK,CFG GESTION; CFG BANK,135891516.835355,2426634.23,0.006119,-,0.000258,0.00071,0.003526,0.006119,0.05233,0.048253,0.037743,0.01909,2026-06-26,Hebdomadaire
MA0000037541,3754,CFG RENTABILITE,CFG GESTION,FCP,ACTIONS,-,CFG 25 FLOTTANT,HEBDOMADAIRE,FGP,DISTRIBUANT,0.004500000000000001,0.004500000000000001,0.02,CFG BANK,CFG GESTION; CFG BANK,428712157.612728,164.36,-0.08056,-,-0.010952,-0.015505,0.013525,-0.08056,-0.085752,0.225005,0.378291,0.331375,2026-06-26,Hebdomadaire
MA0000037558,3755,CIMR MONETAIRE PLUS,UPLINE CAPITAL MANAGEMENT,FCP,OCT,]0.5 1.1],MBI CT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,545280430.68,1401.6,0.011657,-,0.000485,0.001336,0.008004,0.011657,0.022573,0.054842,0.091036,0.129394,2026-06-26,Hebdomadaire
MA0000037566,3756,CIMR MONETAIRE,CIH CAPITAL MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5]",TMI(jj),QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BMCI,CIH CAPITAL MANAGEMENT,28974069.27,130513.83,0.009888,-,0.0004,0.00124,0.005489,0.009888,0.019136,0.045318,0.078285,0.119041,2026-06-26,Hebdomadaire
MA0000037574,3757,CMR BONDS,UPLINE CAPITAL MANAGEMENT,FCP,OMLT,"]1,1  10]",100% MBI MT + 25 pbs,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,UPLINE CAPITAL MANAGEMENT,2692799464.78,1655.87,-0.00158,-,0.001088,-0.001923,0.016601,-0.00158,0.00402,0.107442,0.197927,0.216183,2026-06-26,Hebdomadaire
MA0000037582,3758,CMR SANADATE,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1 10]",50% MBI MT + 50% MBI MLT + 25pbs,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,3783751282.68,1681.11,-0.006565,-,0.00134,-0.001159,0.012863,-0.006565,0.005382,0.102309,0.199431,0.219548,2026-06-26,Hebdomadaire
MA0000037590,3759,CMR OBLIGATIONS,SAHAM CAPITAL GESTION,FCP,OMLT,"]1,1 10]",100% MBI MT + 25 pbs,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.03,0.02,SAHAM BANK,SAHAM BANK,2912354531.64,1594.35,-0.00416,-,0.001822,-0.000639,0.014172,-0.00416,8.8e-05,0.094412,0.176625,0.209637,2026-06-26,Hebdomadaire
MA0000037616,3761,FCP EMERGENCE BANCAIRES,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BANK OF AFRICA,VALORIS MANAGEMENT,3985294178.99,1430.85,0.013781,-,0.000615,0.001442,0.00882,0.013781,0.027223,0.068604,0.110426,0.158545,2026-06-26,Hebdomadaire
MA0000037624,3762,AD YIELD FUND,AD CAPITAL ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,AD CAPITAL ASSET MANAGEMENT; AD CAPITAL GROUP,1459290877.31,1364.09,0.013387,-,4.4e-05,0.000741,0.008472,0.013387,0.026627,0.068626,0.112072,0.150558,2026-06-26,Hebdomadaire
MA0000037632,3763,AD FIXED INCOME FUND,AD CAPITAL ASSET MANAGEMENT,FCP,MONÉTAIRE,"]0  0,5]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,AD CAPITAL ASSET MANAGEMENT; AD CAPITAL GROUP,441304700.18,1297.35,0.012234,-,0.000424,0.001413,0.006697,0.012234,0.024116,0.057456,0.092229,0.133463,2026-06-26,Hebdomadaire
MA0000037640,3764,AD BALANCED FUND,AD CAPITAL ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,50% MASI + 50% MBI MLT,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,AD CAPITAL ASSET MANAGEMENT; AD CAPITAL GROUP,1411771055.6,1337.87,-0.04941,-,-0.010173,-0.019531,0.022133,-0.04941,-0.065407,0.205625,0.40636,0.268869,2026-06-26,Hebdomadaire
MA0000037657,3765,CAPITAL TRUST ACTIONS,CAPITAL TRUST GESTION,FCP,ACTIONS,-,MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,BMCI,CAPITAL TRUST GESTION,1370517232.83,2270.43,-0.065943,-,-0.018065,-0.038161,0.025974,-0.065943,-0.082213,0.300212,0.526617,0.444064,2026-06-26,Hebdomadaire
MA0000037665,3766,WINEO AMANA,WINEO GESTION,FCP,DIVERSIFIÉ,-,50% MASI + 50% MBI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.005,0.0025,0.02,CIH BANK,WINEO GESTION,632214896.35,1733.06,0.014304,-,-0.008683,-0.025018,0.040933,0.014304,0.033028,0.276891,0.431417,0.435223,2026-06-26,Hebdomadaire
MA0000037673,3767,FCP CAPITAL MONETAIRE PLUS,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5[",MONIA CAPITALISE,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.004,BANK OF AFRICA,BMCE CAPITAL GESTION,231254238.12,1286.39,0.009741,-,0.000373,0.001315,0.005071,0.009741,0.01965,0.045633,0.075145,0.113989,2026-06-26,Hebdomadaire
MA0000037681,3768,FCP CAPITAL CAT,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1 10]",MBI GLOBAL,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,199608806.58,1362.27,-0.001357,-,0.001875,-0.003671,0.010399,-0.001357,0.008599,0.123859,0.242063,0.178428,2026-06-26,Hebdomadaire
MA0000037707,3770,BMCI ISR,CIH CAPITAL MANAGEMENT,FCP,DIVERSIFIÉ,-,50% MBI MT + 50% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.002,0.001,0.02,BMCI,CIH CAPITAL MANAGEMENT,1243562.82,124.36,-0.018236,-,-0.001926,-0.001606,0.007943,-0.018236,-0.020402,0.077923,0.112841,0.109961,2026-06-26,Hebdomadaire
MA0000037715,3771,CAPITAL RENDEMENT,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,6485615623.99,2569.74,0.013248,-,0.000541,0.0012,0.008607,0.013248,0.026086,0.067505,0.108942,0.148395,2026-06-26,Hebdomadaire
MA0000037723,3772,FCP CAPITAL COMBO,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1 5,1]",50% MBI CT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,1189225797.1,151590.28,4.6e-05,-,0.000706,-0.001236,0.011873,4.6e-05,0.012084,0.109551,0.183334,0.174818,2026-06-26,Hebdomadaire
MA0000037749,3774,FCP CAPITAL GLOBAL MACRO,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,29539149.54,159671.07,-0.019696,-,-0.00323,-0.013106,0.016234,-0.019696,-0.018703,0.137827,0.248503,0.1603,2026-06-26,Hebdomadaire
MA0000037756,3775,FCP CAPITAL AFRIQUE,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.01,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,4426891.52,2032.54,-0.04054,-,-0.016124,-0.036816,0.048652,-0.04054,-0.027353,0.466416,0.758207,0.658242,2026-06-26,Hebdomadaire
MA0000037798,3779,CDM OBLIG PLUS,WAFA GESTION,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,Wafa Gestion,3040211601.15,2777.92,0.012229,-,0.000497,0.001114,0.007774,0.012229,0.024488,0.060153,0.100219,0.143149,2026-06-26,Hebdomadaire
MA0000037806,3780,FCP ATLANTASANAD OBLITRESOR,VALORIS MANAGEMENT,FCP,OMLT,"[1,1  10]",MBI GLOBAL,HEBDOMADAIRE,FNPP,CAPITALISANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,VALORIS MANAGEMENT,650323882.83,1349.38,-0.001753,-,0.003055,-0.001842,0.014503,-0.001753,0.005137,0.108379,0.204397,0.174216,2026-06-26,Hebdomadaire
MA0000037814,3781,CFG CASH SECURE,CFG GESTION,FCP,MONÉTAIRE,"]0 0,5]",CFG BONDS MONETAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.005,0.005,0.006,CFG BANK,CFG GESTION; CFG BANK,61024038.826778,1251.83,0.010796,-,0.0004,0.001392,0.005486,0.010796,0.020602,0.048891,0.081242,0.119915,2026-06-26,Hebdomadaire
MA0000037822,3782,SMART FUND,CFG GESTION,FCP,OMLT,"]1,1  5,1]",BDT 52 SEMAINES,HEBDOMADAIRE,FNPP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,CFG GROUP,53353788.201242,1032.93,-0.004683,-,0.000184,-0.000619,0.003663,-0.004683,-0.007304,0.018357,0.03686,0.01903,2026-06-26,Hebdomadaire
MA0000037830,3783,CAPITAL TRUST INSTITUTIONS,CAPITAL TRUST GESTION,FCP,OMLT,"]1,1  5,1]",MBI MT,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,BMCI,CAPITAL TRUST GESTION,1298638383.76,1239.5,-0.015543,-,3.2e-05,-0.005688,0.003595,-0.015543,-0.015621,0.052654,0.103652,0.037586,2026-06-26,Hebdomadaire
MA0000037871,3787,IRGAM OBLIRENDEMENT,IRG ASSET MANAGEMENT,FCP,OMLT,"]1,5 5,5]",MBI GLOBAL,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG ASSET MANAGEMENT,618906459.58,126.19,-0.00872,-,0.000555,-0.003632,0.005098,-0.00872,-0.004811,0.060509,0.12529,0.040571,2026-06-26,Hebdomadaire
MA0000037889,3788,FCP IRGAM OBLIBANQUES,IRG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,IRG ASSET MANAGEMENT,1677132987.19,132.48,0.014939,-,0.000831,0.001739,0.009064,0.014939,0.028971,0.068818,0.108434,0.147907,2026-06-26,Hebdomadaire
MA0000037939,3793,ATTIJARI FINANCES CORP RENDEMENT,WAFA GESTION,FCP,DIVERSIFIÉ,-,75% MBI MLT + 25% MASI,HEBDOMADAIRE,FGP,MIXTE,0.0,0.0,0.02,ATTIJARIWAFA BANK,WAFA GESTION,399146980.22,520400.23,0.008574,-,-0.021194,-0.03328,0.063444,0.008574,0.056537,0.422907,0.561647,0.525693,2026-06-26,Hebdomadaire
MA0000037947,3794,FCP CAPITAL LONG/SHORT,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,MONIA Capitalisé +50 pts de base,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1957857.1,1408.53,-0.012632,-,-0.001644,0.001992,0.006992,-0.012632,-0.004544,0.139357,0.210847,0.237572,2026-06-26,Hebdomadaire
MA0000037954,3795,CAPITAL TRUST TRÉSORERIE,CAPITAL TRUST GESTION,FCP,MONÉTAIRE,"[0  0,5]",Taux Repo,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,944206650.59,1280.51,0.013214,-,0.000484,0.001541,0.007411,0.013214,0.025269,0.059288,0.093332,0.140492,2026-06-26,Hebdomadaire
MA0000037962,3796,CAPITAL TRUST CASH PLUS,CAPITAL TRUST GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,3094027691.44,1301.42,0.013962,-,0.000461,0.001293,0.008798,0.013962,0.027345,0.068516,0.10965,0.140756,2026-06-26,Hebdomadaire
MA0000037988,3798,CAPITAL TRUST DIVERSIFIÉ,CAPITAL TRUST GESTION,FCP,DIVERSIFIÉ,-,70% MBI GLOBAL + 30% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,BCP,CAPITAL TRUST GESTION,835758141.55,1349.98,-0.053516,-,-0.009545,-0.021966,0.011767,-0.053516,-0.069711,0.152234,0.277193,0.154273,2026-06-26,Hebdomadaire
MA0000037996,3799,CAPITAL TRUST RENDEMENT,CAPITAL TRUST GESTION,FCP,OMLT,]3  7],MBI GLOBAL,HEBDOMADAIRE,FGP,CAPITALISANT,0.02,0.015,0.02,BCP,CAPITAL TRUST GESTION,1121272.78,1197.94,0.000693,-,0.000727,-0.000517,0.010417,0.000693,0.00293,0.059243,0.117606,0.020774,2026-06-26,Hebdomadaire
MA0000038002,3800,CFG LIQUID BONDS,CFG GESTION,FCP,OCT,"[0,5  1,1[",CFG BONDS CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.01,CFG BANK,CFG GESTION,2278467275.947231,1285816.75,0.014019,-,0.000475,0.001258,0.009014,0.014019,0.028328,0.072559,0.116769,0.159127,2026-06-26,Hebdomadaire
MA0000038051,3805,CAPITAL TRUST OBLIG PLUS,CAPITAL TRUST GESTION,FCP,OMLT,]2   6],70% MBI MT + 30% MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,Capital Trust Gestion,657006235.64,1324.91,0.015724,-,0.000929,-0.000558,0.016893,0.015724,0.028353,0.112248,0.218106,0.185347,2026-06-26,Hebdomadaire
MA0000038069,3806,CAPITAL TRUST DYNAMIQUE,CAPITAL TRUST GESTION,FCP,ACTIONS,-,MASI RB,HEBDOMADAIRE,FNPP,DISTRIBUANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,235145201.77,1645.65,-0.019378,-,-0.020598,-0.043899,0.046186,-0.019378,-0.053245,0.396691,0.675018,0.670996,2026-06-26,Hebdomadaire
MA0000038077,3807,CAPITAL TRUST ÉQUILIBRE,CAPITAL TRUST GESTION,FCP,DIVERSIFIÉ,-,70% MBI Global + 30% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,CAPITAL TRUST GESTION,1092951207.26,1195.76,-0.057128,-,-0.009854,-0.023853,0.015223,-0.057128,-0.067772,0.148455,0.262296,0.136535,2026-06-26,Hebdomadaire
MA0000038093,3809,FCP EMERGENCE DIVERSIFIÉ,VALORIS MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,HEBDOMADAIRE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,VALORIS MANAGEMENT,941838053.54,1275.06,-0.026605,-,-0.004676,-0.014431,0.021159,-0.026605,-0.031376,0.223998,0.406921,0.325015,2026-06-26,Hebdomadaire
MA0000038101,3810,FCP ALIF IV,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   10]",50 % MBI MT + 50% MBI MLT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,VALORIS MANAGEMENT,3802806540.01,1369.2,0.002541,-,0.001859,0.000212,0.014237,0.002541,0.011861,0.099574,0.187562,0.186009,2026-06-26,Hebdomadaire
MA0000038119,3811,FCP EMERGENCE TRESOR PLUS,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT,61695872.96,1208.79,0.009563,-,0.000348,0.000977,0.00585,0.009563,0.019181,0.049479,0.081933,0.114144,2026-06-26,Hebdomadaire
MA0000038127,3812,FCP EMERGENCE TRESOR,VALORIS MANAGEMENT,FCP,MONÉTAIRE,"[0   0,5]",TMP au jour le jour,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BCP,VALORIS MANAGEMENT,77847470.86,1172.54,0.008715,-,-0.000119,0.000708,0.004472,0.008715,0.018767,0.044374,0.074936,0.109341,2026-06-26,Hebdomadaire
MA0000038135,3813,FCP CAPITAL EQUILIBRE,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,75%MBI + 25% MASI,HEBDOMADAIRE,FNPP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,621815836.13,1388.38,-0.02037,-,-0.004046,-0.014704,0.0236,-0.02037,-0.017312,0.198811,0.357298,0.267659,2026-06-26,Hebdomadaire
MA0000038143,3814,CFG Profil Equilibré,CFG GESTION,FCP,DIVERSIFIÉ,-,25% CFG 25 FLOTTANT + 75% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.001,0.02,CFG BANK,CFG GESTION; CFG BANK,43691268.832522,1363.9,-0.011982,-,-0.002625,-0.005121,0.014905,-0.011982,-0.001946,0.140146,0.213931,0.254126,2026-06-26,Hebdomadaire
MA0000038150,3815,CFG Profil Offensif,CFG GESTION,FCP,ACTIONS,-,80% CFG 25 FLOTTANT + 20% MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.0025,0.0025,0.02,CFG BANK,CFG GESTION; CFG BANK,38832516.189964,1606.44,-0.069087,-,-0.01606,-0.039498,0.026748,-0.069087,-0.063399,0.280267,0.448156,0.508862,2026-06-26,Hebdomadaire
MA0000038168,3816,CFG PROFIL PRUDENT,CFG GESTION,FCP,OMLT,"]1,1   2]",95% MBI MT + 5% CFG 25 FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,33849695.416686,1175.95,-0.001248,-,-0.000467,-0.000467,0.010631,-0.001248,0.005008,0.075774,0.108289,0.107715,2026-06-26,Hebdomadaire
MA0000038176,3817,CFG Profil Conservateur,CFG GESTION,FCP,OMLT,"]1,1   4[",50% MBI CT + 50% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,CFG BANK,CFG GESTION; CFG BANK,98575826.547043,1173.91,0.010571,-,0.000452,0.000964,0.007397,0.010571,0.019231,0.051514,0.085607,0.105627,2026-06-26,Hebdomadaire
MA0000038184,3818,CFG Profil Dynamique,CFG GESTION,FCP,DIVERSIFIÉ,-,60% MBI GLOBAL + 40% CFG 25,QUOTIDIENNE,FGP,CAPITALISANT,0.002,0.002,0.02,CFG BANK,CFG GESTION; CFG BANK,15270160.411562,1377.3,-0.039198,-,-0.004496,-0.007938,0.011174,-0.039198,-0.047412,0.187727,0.292002,0.275349,2026-06-26,Hebdomadaire
MA0000038200,3820,FCP EMERGENCE OBLIRENDEMENT,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   5,1]",MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT;CAPITAL GESTION GROUP,2320813350.06,1199.57,-0.00925,-,0.000158,-0.005018,0.00934,-0.00925,-0.002942,0.076407,0.148233,0.091054,2026-06-26,Hebdomadaire
MA0000038218,3821,FCP CMR EQUITIES,VALORIS MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,VALORIS MANAGEMENT;CAPITAL GESTION GROUP,2015795763.11,1996.95,-0.026742,-,-0.015466,-0.03166,0.048279,-0.026742,-0.020296,0.479211,0.765041,0.763623,2026-06-26,Hebdomadaire
